sa4,age,sex,education,ingp,unemployment
Migratory - Offshore - Shipping (WA),20-29 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),20-29 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),20-29 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),20-29 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),30-39 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),30-39 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),30-39 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),30-39 years,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),30-39 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),30-39 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),30-39 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),30-39 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),40-49 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),40-49 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),40-49 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),40-49 years,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),40-49 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),40-49 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),40-49 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),40-49 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),50-59 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),50-59 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),50-59 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),50-59 years,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),50-59 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),50-59 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),50-59 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),50-59 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),60-69 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),60-69 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),60-69 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),60-69 years,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),60-69 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),60-69 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),60-69 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),60-69 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),70-79 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),70-79 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),70-79 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),70-79 years,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),70-79 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),70-79 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),70-79 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),70-79 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),80-89 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),80-89 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),80-89 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),80-89 years,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),80-89 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),80-89 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),80-89 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),80-89 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),90-99 years,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),90-99 years,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),90-99 years,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),90-99 years,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),90-99 years,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),90-99 years,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),90-99 years,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),90-99 years,Female,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),100 years and over,Male,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),100 years and over,Male,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),100 years and over,Male,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),100 years and over,Male,hs_not_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),100 years and over,Female,hs_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),100 years and over,Female,hs_finished,Non-Indigenous,0
Migratory - Offshore - Shipping (WA),100 years and over,Female,hs_not_finished,Indigenous,0
Migratory - Offshore - Shipping (WA),100 years and over,Female,hs_not_finished,Non-Indigenous,0
No Usual Address (WA),15-19 years,Male,hs_finished,Indigenous,0
No Usual Address (WA),15-19 years,Male,hs_finished,Non-Indigenous,3
No Usual Address (WA),15-19 years,Male,hs_not_finished,Indigenous,0
No Usual Address (WA),15-19 years,Male,hs_not_finished,Non-Indigenous,11
No Usual Address (WA),15-19 years,Female,hs_finished,Indigenous,0
No Usual Address (WA),15-19 years,Female,hs_finished,Non-Indigenous,5
No Usual Address (WA),15-19 years,Female,hs_not_finished,Indigenous,0
No Usual Address (WA),15-19 years,Female,hs_not_finished,Non-Indigenous,4
No Usual Address (WA),20-29 years,Male,hs_finished,Indigenous,3
No Usual Address (WA),20-29 years,Male,hs_finished,Non-Indigenous,41
No Usual Address (WA),20-29 years,Male,hs_not_finished,Indigenous,3
No Usual Address (WA),20-29 years,Male,hs_not_finished,Non-Indigenous,26
No Usual Address (WA),20-29 years,Female,hs_finished,Indigenous,0
No Usual Address (WA),20-29 years,Female,hs_finished,Non-Indigenous,39
No Usual Address (WA),20-29 years,Female,hs_not_finished,Indigenous,0
No Usual Address (WA),20-29 years,Female,hs_not_finished,Non-Indigenous,0
No Usual Address (WA),30-39 years,Male,hs_finished,Indigenous,0
No Usual Address (WA),30-39 years,Male,hs_finished,Non-Indigenous,18
No Usual Address (WA),30-39 years,Male,hs_not_finished,Indigenous,0
No Usual Address (WA),30-39 years,Male,hs_not_finished,Non-Indigenous,36
No Usual Address (WA),30-39 years,Female,hs_finished,Indigenous,0
No Usual Address (WA),30-39 years,Female,hs_finished,Non-Indigenous,18
No Usual Address (WA),30-39 years,Female,hs_not_finished,Indigenous,0
No Usual Address (WA),30-39 years,Female,hs_not_finished,Non-Indigenous,0
No Usual Address (WA),40-49 years,Male,hs_finished,Indigenous,4
No Usual Address (WA),40-49 years,Male,hs_finished,Non-Indigenous,21
No Usual Address (WA),40-49 years,Male,hs_not_finished,Indigenous,0
No Usual Address (WA),40-49 years,Male,hs_not_finished,Non-Indigenous,37
No Usual Address (WA),40-49 years,Female,hs_finished,Indigenous,0
No Usual Address (WA),40-49 years,Female,hs_finished,Non-Indigenous,7
No Usual Address (WA),40-49 years,Female,hs_not_finished,Indigenous,0
No Usual Address (WA),40-49 years,Female,hs_not_finished,Non-Indigenous,14
No Usual Address (WA),50-59 years,Male,hs_finished,Indigenous,0
No Usual Address (WA),50-59 years,Male,hs_finished,Non-Indigenous,10
No Usual Address (WA),50-59 years,Male,hs_not_finished,Indigenous,0
No Usual Address (WA),50-59 years,Male,hs_not_finished,Non-Indigenous,38
No Usual Address (WA),50-59 years,Female,hs_finished,Indigenous,0
No Usual Address (WA),50-59 years,Female,hs_finished,Non-Indigenous,6
No Usual Address (WA),50-59 years,Female,hs_not_finished,Indigenous,0
No Usual Address (WA),50-59 years,Female,hs_not_finished,Non-Indigenous,16
No Usual Address (WA),60-69 years,Male,hs_finished,Indigenous,0
No Usual Address (WA),60-69 years,Male,hs_finished,Non-Indigenous,10
No Usual Address (WA),60-69 years,Male,hs_not_finished,Indigenous,0
No Usual Address (WA),60-69 years,Male,hs_not_finished,Non-Indigenous,15
No Usual Address (WA),60-69 years,Female,hs_finished,Indigenous,0
No Usual Address (WA),60-69 years,Female,hs_finished,Non-Indigenous,4
No Usual Address (WA),60-69 years,Female,hs_not_finished,Indigenous,0
No Usual Address (WA),60-69 years,Female,hs_not_finished,Non-Indigenous,6
No Usual Address (WA),70-79 years,Male,hs_finished,Indigenous,0
No Usual Address (WA),70-79 years,Male,hs_finished,Non-Indigenous,0
No Usual Address (WA),70-79 years,Male,hs_not_finished,Indigenous,0
No Usual Address (WA),70-79 years,Male,hs_not_finished,Non-Indigenous,0
No Usual Address (WA),70-79 years,Female,hs_finished,Indigenous,0
No Usual Address (WA),70-79 years,Female,hs_finished,Non-Indigenous,0
No Usual Address (WA),70-79 years,Female,hs_not_finished,Indigenous,0
No Usual Address (WA),70-79 years,Female,hs_not_finished,Non-Indigenous,0
No Usual Address (WA),80-89 years,Male,hs_finished,Indigenous,0
No Usual Address (WA),80-89 years,Male,hs_finished,Non-Indigenous,0
No Usual Address (WA),80-89 years,Male,hs_not_finished,Indigenous,0
No Usual Address (WA),80-89 years,Male,hs_not_finished,Non-Indigenous,0
No Usual Address (WA),80-89 years,Female,hs_finished,Indigenous,0
No Usual Address (WA),80-89 years,Female,hs_finished,Non-Indigenous,0
No Usual Address (WA),80-89 years,Female,hs_not_finished,Indigenous,0
No Usual Address (WA),80-89 years,Female,hs_not_finished,Non-Indigenous,0
No Usual Address (WA),90-99 years,Male,hs_finished,Indigenous,0
No Usual Address (WA),90-99 years,Male,hs_finished,Non-Indigenous,0
No Usual Address (WA),90-99 years,Male,hs_not_finished,Indigenous,0
No Usual Address (WA),90-99 years,Male,hs_not_finished,Non-Indigenous,0
No Usual Address (WA),90-99 years,Female,hs_finished,Indigenous,0
No Usual Address (WA),90-99 years,Female,hs_finished,Non-Indigenous,0
No Usual Address (WA),90-99 years,Female,hs_not_finished,Indigenous,0
No Usual Address (WA),90-99 years,Female,hs_not_finished,Non-Indigenous,0
No Usual Address (WA),100 years and over,Male,hs_finished,Indigenous,0
No Usual Address (WA),100 years and over,Male,hs_finished,Non-Indigenous,0
No Usual Address (WA),100 years and over,Male,hs_not_finished,Indigenous,0
No Usual Address (WA),100 years and over,Male,hs_not_finished,Non-Indigenous,0
No Usual Address (WA),100 years and over,Female,hs_finished,Indigenous,0
No Usual Address (WA),100 years and over,Female,hs_finished,Non-Indigenous,0
No Usual Address (WA),100 years and over,Female,hs_not_finished,Indigenous,0
No Usual Address (WA),100 years and over,Female,hs_not_finished,Non-Indigenous,0
Hobart,15-19 years,Male,hs_finished,Indigenous,14
Hobart,15-19 years,Male,hs_finished,Non-Indigenous,215
Hobart,15-19 years,Male,hs_not_finished,Indigenous,47
Hobart,15-19 years,Male,hs_not_finished,Non-Indigenous,455
Hobart,15-19 years,Female,hs_finished,Indigenous,11
Hobart,15-19 years,Female,hs_finished,Non-Indigenous,153
Hobart,15-19 years,Female,hs_not_finished,Indigenous,28
Hobart,15-19 years,Female,hs_not_finished,Non-Indigenous,408
Hobart,20-29 years,Male,hs_finished,Indigenous,37
Hobart,20-29 years,Male,hs_finished,Non-Indigenous,803
Hobart,20-29 years,Male,hs_not_finished,Indigenous,51
Hobart,20-29 years,Male,hs_not_finished,Non-Indigenous,430
Hobart,20-29 years,Female,hs_finished,Indigenous,24
Hobart,20-29 years,Female,hs_finished,Non-Indigenous,542
Hobart,20-29 years,Female,hs_not_finished,Indigenous,24
Hobart,20-29 years,Female,hs_not_finished,Non-Indigenous,235
Hobart,30-39 years,Male,hs_finished,Indigenous,10
Hobart,30-39 years,Male,hs_finished,Non-Indigenous,332
Hobart,30-39 years,Male,hs_not_finished,Indigenous,21
Hobart,30-39 years,Male,hs_not_finished,Non-Indigenous,283
Hobart,30-39 years,Female,hs_finished,Indigenous,15
Hobart,30-39 years,Female,hs_finished,Non-Indigenous,301
Hobart,30-39 years,Female,hs_not_finished,Indigenous,14
Hobart,30-39 years,Female,hs_not_finished,Non-Indigenous,162
Hobart,40-49 years,Male,hs_finished,Indigenous,4
Hobart,40-49 years,Male,hs_finished,Non-Indigenous,217
Hobart,40-49 years,Male,hs_not_finished,Indigenous,20
Hobart,40-49 years,Male,hs_not_finished,Non-Indigenous,276
Hobart,40-49 years,Female,hs_finished,Indigenous,0
Hobart,40-49 years,Female,hs_finished,Non-Indigenous,172
Hobart,40-49 years,Female,hs_not_finished,Indigenous,8
Hobart,40-49 years,Female,hs_not_finished,Non-Indigenous,219
Hobart,50-59 years,Male,hs_finished,Indigenous,4
Hobart,50-59 years,Male,hs_finished,Non-Indigenous,179
Hobart,50-59 years,Male,hs_not_finished,Indigenous,19
Hobart,50-59 years,Male,hs_not_finished,Non-Indigenous,247
Hobart,50-59 years,Female,hs_finished,Indigenous,6
Hobart,50-59 years,Female,hs_finished,Non-Indigenous,157
Hobart,50-59 years,Female,hs_not_finished,Indigenous,11
Hobart,50-59 years,Female,hs_not_finished,Non-Indigenous,193
Hobart,60-69 years,Male,hs_finished,Indigenous,5
Hobart,60-69 years,Male,hs_finished,Non-Indigenous,118
Hobart,60-69 years,Male,hs_not_finished,Indigenous,3
Hobart,60-69 years,Male,hs_not_finished,Non-Indigenous,116
Hobart,60-69 years,Female,hs_finished,Indigenous,0
Hobart,60-69 years,Female,hs_finished,Non-Indigenous,82
Hobart,60-69 years,Female,hs_not_finished,Indigenous,0
Hobart,60-69 years,Female,hs_not_finished,Non-Indigenous,66
Hobart,70-79 years,Male,hs_finished,Indigenous,0
Hobart,70-79 years,Male,hs_finished,Non-Indigenous,9
Hobart,70-79 years,Male,hs_not_finished,Indigenous,0
Hobart,70-79 years,Male,hs_not_finished,Non-Indigenous,11
Hobart,70-79 years,Female,hs_finished,Indigenous,0
Hobart,70-79 years,Female,hs_finished,Non-Indigenous,3
Hobart,70-79 years,Female,hs_not_finished,Indigenous,0
Hobart,70-79 years,Female,hs_not_finished,Non-Indigenous,0
Hobart,80-89 years,Male,hs_finished,Indigenous,0
Hobart,80-89 years,Male,hs_finished,Non-Indigenous,0
Hobart,80-89 years,Male,hs_not_finished,Indigenous,0
Hobart,80-89 years,Male,hs_not_finished,Non-Indigenous,0
Hobart,80-89 years,Female,hs_finished,Indigenous,0
Hobart,80-89 years,Female,hs_finished,Non-Indigenous,0
Hobart,80-89 years,Female,hs_not_finished,Indigenous,0
Hobart,80-89 years,Female,hs_not_finished,Non-Indigenous,0
Hobart,90-99 years,Male,hs_finished,Indigenous,0
Hobart,90-99 years,Male,hs_finished,Non-Indigenous,0
Hobart,90-99 years,Male,hs_not_finished,Indigenous,0
Hobart,90-99 years,Male,hs_not_finished,Non-Indigenous,0
Hobart,90-99 years,Female,hs_finished,Indigenous,0
Hobart,90-99 years,Female,hs_finished,Non-Indigenous,0
Hobart,90-99 years,Female,hs_not_finished,Indigenous,0
Hobart,90-99 years,Female,hs_not_finished,Non-Indigenous,0
