sa4,age,sex,education,ingp,unemployment,labour_force
South East,70-79 years,Male,hs_not_finished,Non-Indigenous,0,153
South East,70-79 years,Female,hs_finished,Indigenous,0,0
South East,70-79 years,Female,hs_finished,Non-Indigenous,0,29
South East,70-79 years,Female,hs_not_finished,Indigenous,0,0
South East,70-79 years,Female,hs_not_finished,Non-Indigenous,0,89
South East,80-89 years,Male,hs_finished,Indigenous,0,0
South East,80-89 years,Male,hs_finished,Non-Indigenous,0,16
South East,80-89 years,Male,hs_not_finished,Indigenous,0,3
South East,80-89 years,Male,hs_not_finished,Non-Indigenous,0,32
South East,80-89 years,Female,hs_finished,Indigenous,0,0
South East,80-89 years,Female,hs_finished,Non-Indigenous,0,4
South East,80-89 years,Female,hs_not_finished,Indigenous,0,0
South East,80-89 years,Female,hs_not_finished,Non-Indigenous,0,6
South East,90-99 years,Male,hs_finished,Indigenous,0,0
South East,90-99 years,Male,hs_finished,Non-Indigenous,0,6
South East,90-99 years,Male,hs_not_finished,Indigenous,0,0
South East,90-99 years,Male,hs_not_finished,Non-Indigenous,0,0
South East,90-99 years,Female,hs_finished,Indigenous,0,0
South East,90-99 years,Female,hs_finished,Non-Indigenous,0,5
South East,90-99 years,Female,hs_not_finished,Indigenous,0,0
South East,90-99 years,Female,hs_not_finished,Non-Indigenous,0,0
South East,100 years and over,Male,hs_finished,Indigenous,0,0
South East,100 years and over,Male,hs_finished,Non-Indigenous,0,0
South East,100 years and over,Male,hs_not_finished,Indigenous,0,0
South East,100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
South East,100 years and over,Female,hs_finished,Indigenous,0,0
South East,100 years and over,Female,hs_finished,Non-Indigenous,0,0
South East,100 years and over,Female,hs_not_finished,Indigenous,0,0
South East,100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
West and North West,15-19 years,Male,hs_finished,Indigenous,8,40
West and North West,15-19 years,Male,hs_finished,Non-Indigenous,88,397
West and North West,15-19 years,Male,hs_not_finished,Indigenous,28,155
West and North West,15-19 years,Male,hs_not_finished,Non-Indigenous,191,1060
West and North West,15-19 years,Female,hs_finished,Indigenous,11,53
West and North West,15-19 years,Female,hs_finished,Non-Indigenous,62,434
West and North West,15-19 years,Female,hs_not_finished,Indigenous,26,134
West and North West,15-19 years,Female,hs_not_finished,Non-Indigenous,164,1151
West and North West,20-29 years,Male,hs_finished,Indigenous,24,122
West and North West,20-29 years,Male,hs_finished,Non-Indigenous,214,1771
West and North West,20-29 years,Male,hs_not_finished,Indigenous,40,309
West and North West,20-29 years,Male,hs_not_finished,Non-Indigenous,271,2316
West and North West,20-29 years,Female,hs_finished,Indigenous,28,174
West and North West,20-29 years,Female,hs_finished,Non-Indigenous,168,2169
West and North West,20-29 years,Female,hs_not_finished,Indigenous,26,173
West and North West,20-29 years,Female,hs_not_finished,Non-Indigenous,144,1375
West and North West,30-39 years,Male,hs_finished,Indigenous,6,84
West and North West,30-39 years,Male,hs_finished,Non-Indigenous,86,1781
West and North West,30-39 years,Male,hs_not_finished,Indigenous,22,209
West and North West,30-39 years,Male,hs_not_finished,Non-Indigenous,196,2386
West and North West,30-39 years,Female,hs_finished,Indigenous,10,129
West and North West,30-39 years,Female,hs_finished,Non-Indigenous,73,2103
West and North West,30-39 years,Female,hs_not_finished,Indigenous,25,196
West and North West,30-39 years,Female,hs_not_finished,Non-Indigenous,128,1614
West and North West,40-49 years,Male,hs_finished,Indigenous,0,51
West and North West,40-49 years,Male,hs_finished,Non-Indigenous,59,1414
West and North West,40-49 years,Male,hs_not_finished,Indigenous,29,229
West and North West,40-49 years,Male,hs_not_finished,Non-Indigenous,282,3623
West and North West,40-49 years,Female,hs_finished,Indigenous,3,102
West and North West,40-49 years,Female,hs_finished,Non-Indigenous,88,1832
West and North West,40-49 years,Female,hs_not_finished,Indigenous,11,237
West and North West,40-49 years,Female,hs_not_finished,Non-Indigenous,174,3193
West and North West,50-59 years,Male,hs_finished,Indigenous,6,26
West and North West,50-59 years,Male,hs_finished,Non-Indigenous,63,1109
West and North West,50-59 years,Male,hs_not_finished,Indigenous,23,210
West and North West,50-59 years,Male,hs_not_finished,Non-Indigenous,287,4388
West and North West,50-59 years,Female,hs_finished,Indigenous,4,39
West and North West,50-59 years,Female,hs_finished,Non-Indigenous,69,1494
West and North West,50-59 years,Female,hs_not_finished,Indigenous,3,214
West and North West,50-59 years,Female,hs_not_finished,Non-Indigenous,169,3713
West and North West,60-69 years,Male,hs_finished,Indigenous,0,10
West and North West,60-69 years,Male,hs_finished,Non-Indigenous,48,711
West and North West,60-69 years,Male,hs_not_finished,Indigenous,13,68
West and North West,60-69 years,Male,hs_not_finished,Non-Indigenous,115,2089
West and North West,60-69 years,Female,hs_finished,Indigenous,0,3
West and North West,60-69 years,Female,hs_finished,Non-Indigenous,22,567
West and North West,60-69 years,Female,hs_not_finished,Indigenous,6,55
West and North West,60-69 years,Female,hs_not_finished,Non-Indigenous,54,1488
West and North West,70-79 years,Male,hs_finished,Indigenous,0,0
West and North West,70-79 years,Male,hs_finished,Non-Indigenous,7,105
West and North West,70-79 years,Male,hs_not_finished,Indigenous,0,7
West and North West,70-79 years,Male,hs_not_finished,Non-Indigenous,15,316
West and North West,70-79 years,Female,hs_finished,Indigenous,0,0
West and North West,70-79 years,Female,hs_finished,Non-Indigenous,0,52
West and North West,70-79 years,Female,hs_not_finished,Indigenous,0,3
West and North West,70-79 years,Female,hs_not_finished,Non-Indigenous,0,180
West and North West,80-89 years,Male,hs_finished,Indigenous,0,0
West and North West,80-89 years,Male,hs_finished,Non-Indigenous,0,15
West and North West,80-89 years,Male,hs_not_finished,Indigenous,0,0
West and North West,80-89 years,Male,hs_not_finished,Non-Indigenous,4,62
West and North West,80-89 years,Female,hs_finished,Indigenous,0,0
West and North West,80-89 years,Female,hs_finished,Non-Indigenous,0,8
West and North West,80-89 years,Female,hs_not_finished,Indigenous,0,0
West and North West,80-89 years,Female,hs_not_finished,Non-Indigenous,0,31
West and North West,90-99 years,Male,hs_finished,Indigenous,0,0
West and North West,90-99 years,Male,hs_finished,Non-Indigenous,0,0
West and North West,90-99 years,Male,hs_not_finished,Indigenous,0,0
West and North West,90-99 years,Male,hs_not_finished,Non-Indigenous,0,10
West and North West,90-99 years,Female,hs_finished,Indigenous,0,0
West and North West,90-99 years,Female,hs_finished,Non-Indigenous,0,4
West and North West,90-99 years,Female,hs_not_finished,Indigenous,0,0
West and North West,90-99 years,Female,hs_not_finished,Non-Indigenous,0,0
West and North West,100 years and over,Male,hs_finished,Indigenous,0,0
West and North West,100 years and over,Male,hs_finished,Non-Indigenous,0,0
West and North West,100 years and over,Male,hs_not_finished,Indigenous,0,0
West and North West,100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
West and North West,100 years and over,Female,hs_finished,Indigenous,0,0
West and North West,100 years and over,Female,hs_finished,Non-Indigenous,0,0
West and North West,100 years and over,Female,hs_not_finished,Indigenous,0,0
West and North West,100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),15-19 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),15-19 years,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),15-19 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),15-19 years,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),15-19 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),15-19 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),15-19 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),15-19 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),20-29 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),20-29 years,Male,hs_finished,Non-Indigenous,0,3
Migratory - Offshore - Shipping (Tas.),20-29 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),20-29 years,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),20-29 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),20-29 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),20-29 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),20-29 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),30-39 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),30-39 years,Male,hs_finished,Non-Indigenous,0,7
Migratory - Offshore - Shipping (Tas.),30-39 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),30-39 years,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),30-39 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),30-39 years,Female,hs_finished,Non-Indigenous,0,4
Migratory - Offshore - Shipping (Tas.),30-39 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),30-39 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),40-49 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),40-49 years,Male,hs_finished,Non-Indigenous,0,5
Migratory - Offshore - Shipping (Tas.),40-49 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),40-49 years,Male,hs_not_finished,Non-Indigenous,0,5
Migratory - Offshore - Shipping (Tas.),40-49 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),40-49 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),40-49 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),40-49 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),50-59 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),50-59 years,Male,hs_finished,Non-Indigenous,0,3
Migratory - Offshore - Shipping (Tas.),50-59 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),50-59 years,Male,hs_not_finished,Non-Indigenous,0,3
Migratory - Offshore - Shipping (Tas.),50-59 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),50-59 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),50-59 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),50-59 years,Female,hs_not_finished,Non-Indigenous,0,3
Migratory - Offshore - Shipping (Tas.),60-69 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),60-69 years,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),60-69 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),60-69 years,Male,hs_not_finished,Non-Indigenous,0,4
Migratory - Offshore - Shipping (Tas.),60-69 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),60-69 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),60-69 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),60-69 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),70-79 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),70-79 years,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),70-79 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),70-79 years,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),70-79 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),70-79 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),70-79 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),70-79 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),80-89 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),80-89 years,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),80-89 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),80-89 years,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),80-89 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),80-89 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),80-89 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),80-89 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),90-99 years,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),90-99 years,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),90-99 years,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),90-99 years,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),90-99 years,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),90-99 years,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),90-99 years,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),90-99 years,Female,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),100 years and over,Male,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),100 years and over,Male,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),100 years and over,Male,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),100 years and over,Male,hs_not_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),100 years and over,Female,hs_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),100 years and over,Female,hs_finished,Non-Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),100 years and over,Female,hs_not_finished,Indigenous,0,0
Migratory - Offshore - Shipping (Tas.),100 years and over,Female,hs_not_finished,Non-Indigenous,0,0
No Usual Address (Tas.),15-19 years,Male,hs_finished,Indigenous,0,0
No Usual Address (Tas.),15-19 years,Male,hs_finished,Non-Indigenous,4,3
No Usual Address (Tas.),15-19 years,Male,hs_not_finished,Indigenous,0,0
No Usual Address (Tas.),15-19 years,Male,hs_not_finished,Non-Indigenous,0,9
No Usual Address (Tas.),15-19 years,Female,hs_finished,Indigenous,0,0
No Usual Address (Tas.),15-19 years,Female,hs_finished,Non-Indigenous,0,6
No Usual Address (Tas.),15-19 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (Tas.),15-19 years,Female,hs_not_finished,Non-Indigenous,3,7
No Usual Address (Tas.),20-29 years,Male,hs_finished,Indigenous,0,0
No Usual Address (Tas.),20-29 years,Male,hs_finished,Non-Indigenous,11,39
No Usual Address (Tas.),20-29 years,Male,hs_not_finished,Indigenous,3,6
No Usual Address (Tas.),20-29 years,Male,hs_not_finished,Non-Indigenous,7,19
No Usual Address (Tas.),20-29 years,Female,hs_finished,Indigenous,0,0
No Usual Address (Tas.),20-29 years,Female,hs_finished,Non-Indigenous,10,27
No Usual Address (Tas.),20-29 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (Tas.),20-29 years,Female,hs_not_finished,Non-Indigenous,0,0
No Usual Address (Tas.),30-39 years,Male,hs_finished,Indigenous,0,0
No Usual Address (Tas.),30-39 years,Male,hs_finished,Non-Indigenous,4,30
No Usual Address (Tas.),30-39 years,Male,hs_not_finished,Indigenous,0,3
No Usual Address (Tas.),30-39 years,Male,hs_not_finished,Non-Indigenous,4,21
No Usual Address (Tas.),30-39 years,Female,hs_finished,Indigenous,0,0
No Usual Address (Tas.),30-39 years,Female,hs_finished,Non-Indigenous,0,18
No Usual Address (Tas.),30-39 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (Tas.),30-39 years,Female,hs_not_finished,Non-Indigenous,3,9
No Usual Address (Tas.),40-49 years,Male,hs_finished,Indigenous,0,0
No Usual Address (Tas.),40-49 years,Male,hs_finished,Non-Indigenous,3,5
No Usual Address (Tas.),40-49 years,Male,hs_not_finished,Indigenous,0,0
No Usual Address (Tas.),40-49 years,Male,hs_not_finished,Non-Indigenous,0,20
No Usual Address (Tas.),40-49 years,Female,hs_finished,Indigenous,0,0
No Usual Address (Tas.),40-49 years,Female,hs_finished,Non-Indigenous,0,14
No Usual Address (Tas.),40-49 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (Tas.),40-49 years,Female,hs_not_finished,Non-Indigenous,0,5
No Usual Address (Tas.),50-59 years,Male,hs_finished,Indigenous,0,0
No Usual Address (Tas.),50-59 years,Male,hs_finished,Non-Indigenous,0,3
No Usual Address (Tas.),50-59 years,Male,hs_not_finished,Indigenous,0,0
No Usual Address (Tas.),50-59 years,Male,hs_not_finished,Non-Indigenous,4,10
No Usual Address (Tas.),50-59 years,Female,hs_finished,Indigenous,0,0
No Usual Address (Tas.),50-59 years,Female,hs_finished,Non-Indigenous,0,16
No Usual Address (Tas.),50-59 years,Female,hs_not_finished,Indigenous,0,0
No Usual Address (Tas.),50-59 years,Female,hs_not_finished,Non-Indigenous,0,7
